memberID,id,type,typeId,title,organisation,startMonth,startYear,endMonth,endYear
4333,4445,Political,3,Council Leader,Sheffield City Council,,2008.0,,2011.0
4333,4446,Political,3,Member,South Yorkshire Fire & Rescue Authority,,2001.0,,2012.0
4333,4443,Political,3,Local Councillor,Sheffield City Council,,2000.0,,2012.0
4340,5575,Public life,2,Author,'One of Them',,2020.0,,2020.0
4340,3756,Political,3,Chair,Labour Party National Executive Committee,,2012.0,,2013.0
4340,3755,Political,3,Member,Labour Party National Executive Committee,,2001.0,,2013.0
4340,3754,Political,3,MEP,European Parliament,,1999.0,,2014.0
4340,3760,Public life,2,Hon Treasurer,British Actors' Equity,,1994.0,,1998.0
4340,3758,Public life,2,Co-Founder,Stonewall,,1989.0,,1994.0
4340,3759,Public life,2,Founding Chair,Stonewall,,1989.0,,1994.0
4340,3757,Non political,1,Actor and writer,,,1963.0,,1999.0
4343,3468,Non political,1,Chairman,Zander Corporation,,2006.0,,
4343,3467,Non political,1,Counsellor,Foreign and Commonwealth Office (Kiev),,1992.0,,1997.0
4343,5645,Non political,1,First Secretary,Foreign and Commonwealth Office (Moscow),,1983.0,,1985.0
4343,4568,Non political,1,Diplomatic Services,Foreign and Commonwealth Office,,1979.0,,1997.0
4345,4268,Public life,2,Patron,Embrace the Middle East,,2013.0,,
4345,4269,Public life,2,Patron,Friends of the Holy Land,,2013.0,,
4345,4263,Non political,1,Bishop of Southwark,Church of England,,2011.0,,
4345,4264,Non political,1,Bishop of Woolwich,Church of England,,2005.0,,2011.0
4345,4265,Non political,1,Archdeacon of Northolt,Church of England,,2001.0,,2005.0
4345,4266,Non political,1,Rector of Stepney,Church of England,,1993.0,,2001.0
4345,4267,Non political,1,"Minor Canon and Chaplain of St Paul's Cathedral, London",Church of England,,1989.0,,1993.0
4346,5969,Public life,2,President,Migration Watch UK,,2021.0,,
4346,3485,Public life,2,Chairman,Migration Watch UK,,2001.0,,2021.0
4346,3484,Public life,2,Ambassador to Saudi Arabia,"Foreign, Commonwealth & Development Office",,1996.0,,2000.0
4346,6404,Non political,1,Ambassador ,"Foreign, Commonwealth and Development Office",,1991.0,,2000.0
4347,3806,Public life,2,Governor,"King's College London, Maths School",,2013.0,,
4347,3807,Public life,2,Trustee,Social Market Foundation,,2013.0,,2016.0
4347,4455,Non political,1,Director,"International Centre for University Policy Research, King's College London",,2012.0,,2020.0
4347,3805,Non political,1,Professor,King's College London,,2005.0,,
4347,3808,Public life,2,Trustee,"Abbeyfield Society, Newbury",,2000.0,,2018.0
4349,6010,Public life,2,"Chair, Trustee",The Together Initiative,,2019.0,,2022.0
4349,3374,Non political,1,Bishop of Leeds,Diocese of Leeds,,2014.0,,
4349,3373,Non political,1,Bishop of Bradford,"Diocese of Bradford, C of E",,2011.0,,2014.0
4349,3375,Public life,2,Chair,Sandford St Martin Trust,,2007.0,,2018.0
4349,5342,Public life,2,Co-Chair,Meission Commission,,2007.0,,2018.0
4349,3372,Non political,1,Bishop of Croydon,"Diocese of Southwark, C of E",,2003.0,,2011.0
4349,3371,Non political,1,Archdeacon of Lambeth,"Diocese of Southwark, C of E",,2000.0,,2003.0
4349,3370,Non political,1,Clergyman,Church of England,,1987.0,,
4349,3369,Non political,1,Linguist Specialist,GCHQ,,1980.0,,1984.0
4350,3684,Non political,1,Vicar,St Martin-in-the-Fields,,1995.0,,2011.0
4350,3683,Non political,1,Vicar,"Christ and St John with St Luke, Isle of Dogs",,1988.0,,1995.0
4350,3682,Non political,1,Tutor,Lincoln Theological College,,1983.0,,1987.0
4350,3681,Non political,1,Assistant Curate,"St Dunstand and All Saints, Stepney",,1979.0,,1983.0
4353,3623,Non political,1,Principal,RCB Advisors,,2007.0,,
4353,4620,Political,3,Member,Mapledurham Parish Council,,2000.0,,
4353,4621,Non political,1,Managing Director,"Jones, Lang, Lasalle (Property Consultancy)",,1990.0,,2007.0
4353,3624,Non political,1,Partner,"Jones, Lang, Lasalle (Chartered Surveyor)",,1980.0,,2007.0
4353,4622,Non political,1,Chartered Surveyor,RICS,,1979.0,,2016.0
4354,5982,Public life,2,Chair,Culture Perth & Kinross,,2016.0,,
4354,3700,Public life,2,Chairman,Red Squirrel Survival Trust,,2013.0,,
4354,3701,Public life,2,President,Royal Caledonian Charities Trust,,2013.0,,
4354,3697,Non political,1,Barrister-at-Law,Middle Temple,,1990.0,,
4354,3698,Non political,1,Director,Hiscox Group,,1990.0,,2015.0
4508,6207,Public life,2,Trustee,AJEX,,2022.0,,
4508,6208,Public life,2,Board Member,Staffordshire University,,2022.0,,
4508,6205,Public life,2,Hon. Captain,Royal Navy,,2021.0,,
4508,6206,Public life,2,Trustee,Antisemitism Policy Trust,,2021.0,,
4508,6203,Non political,1,CEO,Index on Censorship,,2020.0,,
4508,6204,Public life,2,Director,HOPE not Hate Ltd,,2015.0,,
4533,3424,Non political,1,Chair,Lord Chancellor's Strategic Investment Board,,2014.0,,2015.0
4533,3425,Public life,2,Business Champion for Older Workers,"UK Government, DWP",,2014.0,,2015.0
4533,3428,Public life,2,Adviser,International (Longevity Centre),,2014.0,,2015.0
4533,3431,Public life,2,Non Executive Director,Independent Press Standards Organisation,,2014.0,,2015.0
4533,4853,Non political,1,Chair Strategic Investment Board,"Office of Public Guardian Official Solicitor, CFO",,2014.0,,2015.0
4533,4856,Non political,1,Non Executive Director,Green Deal Finance Co.,,2014.0,,2015.0
4533,3423,Non political,1,Independent Consultant,Self Employed,,2013.0,,2015.0
4533,4855,Non political,1,Non Executive Director,Trafalgar House,,2013.0,,2015.0
4533,3418,Non political,1,Director General,Saga,,2010.0,,2013.0
4533,3429,Public life,2,Trustee,Age Employment Network,,2006.0,,2010.0
4533,4854,Non political,1,Non Executive Director,Trafalgar House,,2006.0,,2010.0
4533,4858,Public life,2,Advisor,Lord Chancellor's Strategic Investment Board ,,2006.0,,2014.0
4533,3430,Public life,2,Non Executive Member/Adviser,Court Funds Office/Official Solicitor/Public Trustee Investment Board,,2004.0,,2015.0
4533,3427,Public life,2,Governor,Pensions Policy Institute,,2001.0,,2015.0
4533,3422,Non political,1,Independent Consultant,Self Employed,,1994.0,,2010.0
4533,3419,Non political,1,Head of International Equities/Executive Director,Natwest Investors,,1991.0,,1993.0
4533,4857,Public life,2,Governor,Nightingale House for the Elderly,,1990.0,,2017.0
4533,3420,Non political,1,Head of International Equities/Executive Director,NM Rothschild,,1989.0,,1991.0
4533,3426,Public life,2,Governor,London School of Economics,,1988.0,,2017.0
4533,3421,Non political,1,Head of International Equities/Executive Director,Chase Manhatten,,1984.0,,1989.0
4534,4652,Political,3,Special Advisor,Prime Minister's Office,,2012.0,,2015.0
4534,4653,Political,3,Local Councillor,Horsham District Council,,2011.0,,2013.0
4534,4660,Public life,2,Management Committee Member,South East Region Amateur Swimming Association,,2011.0,,2012.0
4534,4656,Non political,1,Executive Chairman,Interel Consulting UK,,2010.0,,2011.0
4534,4659,Public life,2,Managing Committee Member,Sussex Amateur Swimming Association,,2009.0,,2011.0
4534,4655,Non political,1,Chief Executive,Interel Consulting UK,,2008.0,,2010.0
4534,4657,Non political,1,Board Member,"Interel Group, Brussels",,2008.0,,2011.0
4534,4658,Public life,2,Chairman,"Atlantis Swimming Club, Horsham",,2007.0,,2012.0
4534,4654,Non political,1,Managing Director,Politics International Ltd,,1991.0,,2008.0
4534,4651,Political,3,Special Advisor,Prime Minister's Policy Unit,,1988.0,,1990.0
4534,4650,Political,3,Special Advisor,Ministry of Defence,,1986.0,,1988.0
4538,3413,Public life,2,Advocate General for Scotland,HMG,,2015.0,,
4538,3408,Political,3,Chairman,Scottish Conservative Party,,2014.0,,2015.0
4538,3412,Public life,2,Bencher,Honourable Society of the Middle Temple,,2011.0,,
4538,3411,Public life,2,Member,Bar of England and Wales,,2009.0,,
4538,3410,Non political,1,Dean,Faculty of Advocates,,2007.0,,2014.0
4538,3409,Non political,1,Chairman,Appeal Committee of the Institute of Chartered Accountants in Scotland,,2000.0,,2004.0
4540,6527,Political,3,Anglican Bishop to HM Prisons,Church of England,,2020.0,,
4540,6528,Public life,2,Bishop of Gloucester,Church of England,,2015.0,,
4543,4955,Political,3,"Member, Executive Committee","British Group, Inter-Parliamentary Union",9.0,2016.0,,
4549,5737,Political,3,Co-Chair,APPG for Zimbabwe,,2020.0,,
4549,5738,Non political,1,Chair of Advisory Committee,Webber Shandwich Uk,,2019.0,,
4549,5739,Non political,1,Senior Advisor,Children's Investment Fund Foundation,,2017.0,,2019.0
4549,3912,Non political,1,Chief of Staff to Deputy Prime Minister,HM Government,,2010.0,,2015.0
4549,3914,Non political,1,Director of Communications,Liberal Democrats,,2009.0,,2010.0
4549,3916,Non political,1,Director,Bell Pottinger,,2008.0,,2009.0
4549,3913,Non political,1,Director of Communications,Liberal Democrats,,2007.0,,2008.0
4549,3915,Non political,1,Director,Bell Pottinger,,2004.0,,2007.0
4549,3917,Non political,1,Associate,Mark Boland and Associates,,2002.0,,2004.0
4549,3918,Non political,1,Policy and Communications Co-ordinator,Youth Justice Board,,2001.0,,2002.0
4549,3911,Political,3,Deputy Council Leader,Royal Borough of Kingston,,1997.0,,1998.0
4549,3910,Political,3,Local Councillor,Royal Borough of Kingston,,1994.0,,1998.0
4550,5838,Public life,2,Chairman of the Board,Ashmolean Museum,,2020.0,,
4550,4490,Non political,1,Non-Executive Director,Lloyds Banking Group PLC,,2017.0,,
4550,5031,Non political,1,Chairman,Lloyds Bank Corporate Markets PLC,,2017.0,,
4550,4124,Public life,2,Chairman of Trustees,The Lovington Foundation,,2013.0,,2018.0
4550,5030,Political,3,National Treasurer,Conservative Party,,2013.0,,2016.0
4550,6121,Public life,2,Trustee,The Lovington Foundation,,2013.0,,
4550,3823,Public life,2,Trustee,British Museum,,2012.0,,2017.0
4550,3820,Non political,1,Chairman,Greenhill Europe,,2011.0,,2017.0
4550,3821,Non political,1,Managing Director,Greenhill & Co Inc,,1998.0,,
4550,5032,Non political,1,Chairman,Greenhill & Co Europe,,1998.0,,2017.0
4550,5033,Public life,2,Governor,Downe House School,,1998.0,,2006.0
4550,5345,Non political,1,Senior Adviser ,Greenhill & Co,,1998.0,,
4550,4491,Public life,2,Chairman of Trustees,Dulwich Picture Gallery,,1997.0,,2011.0
4550,3822,Non political,1,Deputy Chairman,Baring Brothers International Ltd,,1980.0,,1998.0
4551,6429,Public life,2,Member,Selby and Ainsty Conservatives ,,2021.0,,
4551,5488,Political,3,Vice Chair,All Party Parliamentary Group Taiwan,,2020.0,,
4551,5487,Public life,2,Hon Member,Rotary Club Scunthorpe Pentagon,,2018.0,,
4551,4287,Public life,2,Inaugural Chancellor,North Lincolnshire Children's University,,2016.0,,
4551,5470,Political,3,President,Brigg and Goole Conservative Association ,,2016.0,,
4551,4277,Political,3,Cabinet Member - Devolution,North Lincolnshire Council,,2015.0,,2017.0
4551,5484,Public life,2,Ambassador,North Lincolnshire Ambassador for Higher Education,,2015.0,,
4551,4282,Public life,2,Director,Rail North Limited,,2013.0,,2017.0
4551,4280,Public life,2,First Chair Elect,Humber Bridge Board,,2012.0,,2014.0
4551,4278,Political,3,Cabinet Member - Regeneration,North Lincolnshire Council,,2011.0,,2015.0
4551,4281,Public life,2,Director,Humberside International Airport Ltd,,2011.0,,2017.0
4551,4283,Public life,2,Director,Ongo Partnership Board,,2011.0,,2016.0
4551,4284,Public life,2,Board Member,Humber University Technology College,,2011.0,,2017.0
4551,4285,Public life,2,Director,Humber Local Enterprise Partnership ,,2011.0,,2017.0
4551,4286,Public life,2,Director,Greater Lincolnshire Local Enterprise Partnership ,,2011.0,,2017.0
4551,5469,Political,3,Leader,North Lincolnshire Unitary Council,,2011.0,,2017.0
4551,5486,Political,3,Town & Parish Councillor,Epworth,,2007.0,,2015.0
4551,4270,Political,3,Council Leader,North Lincolnshire Council,,2006.0,,2007.0
4551,4274,Political,3,Council Deputy Leader,North Lincolnshire Council,,2003.0,,2006.0
4551,4279,Political,3,Cabinet Member - Adult Social Care,North Lincolnshire Council,,2003.0,,2007.0
4551,5464,Non political,1,Vice Chair & Audit Chair,Scunthorpe & Goole Primary Care Trust,,1998.0,,2005.0
4551,5858,Public life,2,Chair,Brigg and Goole Conservative Association,,1997.0,,2002.0
4551,4271,Political,3,Councillor,North Lincolnshire Council,,1996.0,,2017.0
4551,5483,Political,3,Deputy Leader,North Lincolnshire Unitary Authority,,1995.0,,2006.0
4551,5463,Political,3,Mayor,Boothferry Borough Council,,1994.0,,1995.0
4551,4276,Political,3,Borough Councillor,Boothferry Borough Council,,1992.0,,1996.0
4551,5467,Non political,1,Non-executive director,Scunthorpe & Goole Acute Primary Care Trust ,,1992.0,,1998.0
4551,5472,Non political,1,Company Director,Chem Services (Epworth) Ltd,,1985.0,,2007.0
4551,6104,Non political,1,Director,Cleanacres (Northern) Ltd,,1985.0,,2007.0
4551,5485,Political,3,Parish Councillor,Belton North Lincolnshire,,1976.0,,2015.0
4551,5473,Non political,1,Co-owner ,G Redfern (Seeds),,1974.0,,2006.0
4551,5471,Public life,2,Member,Belton Parish Council,,1972.0,,2015.0
4552,4524,Political,3,Chairman,National Conservative Convention,,2012.0,,2015.0
4552,4525,Political,3,Deputy Chairman,Conservative Party Board,,2012.0,,2015.0
4553,4730,Public life,2,Member of independent taskforce,"Royal Borough of Kensington, recovery plan following Grenfell Tower fire",7.0,2017.0,,
4553,4729,Political,3,Conservative Leader,Wiltshire Council,,2009.0,,
4553,4728,Political,3,Councillor for By Brook,Wiltshire Council,6.0,2009.0,,
4553,4727,Political,3,Leader,Wiltshire County Council,,2003.0,,
4553,4726,Political,3,"Chairman/ Cabinet Member for Education Committee, children education and libraries",Wiltshire County Council,,2001.0,,
4553,4725,Political,3,Councillor,Wiltshire County Council,,1997.0,,
4553,4724,Political,3,Councillor,North Wiltshire District Council,,1995.0,,
4556,5159,Non political,1,Non-executive Director,Keller Group Plc,,2018.0,,
4556,5161,Non political,1,Non-excutive Director,Real World Technologies Ltd,,2018.0,,
4556,5368,Non political,1,Board Member,Centre for Data Ethics and Innovation,,2018.0,,
4556,5160,Non political,1,Non-executive Director,Wrackleford Farms Ltd,,2017.0,,
4556,5162,Non political,1,Senior Adviser,Instinctif Partners,,2017.0,,
4556,5158,Political,3,"Vice Chairman, Business",The Conservative Party,,2015.0,,2016.0
4556,5163,Non political,1,Non-executive Director,Imagination Technologies Plc,,2014.0,,2017.0
4557,4864,Public life,2,Commissioner,Equality and Human Rights Commission,,2017.0,,
4557,4863,Non political,1,Parliamentary Affairs and Campaigns Director,The Wine and Spirit Trade Association,,2013.0,,2015.0
4557,4862,Non political,1,Head of Public Affairs,The Royal British Legion,,2008.0,,2013.0
4557,4861,Non political,1,Parliamentary Affairs Manager,Cancer Research UK,,2005.0,,2008.0
4557,4860,Non political,1,Parliamentary Affairs Manager,Macmillan Cancer Relief,,2001.0,,2005.0
4558,3809,Political,3,Mayor of Watford,Watford Borough Council,,2002.0,,
4558,3811,Non political,1,Assistant Head,"Queen's School, Bushey",,1995.0,,2002.0
4558,3810,Political,3,Councillor,Watford Borough Council,,1992.0,,2002.0
4559,3909,Non political,1,Senior Adviser,Teneo Strategy,,2016.0,,2016.0
4559,3908,Non political,1,Founder and Director,Thirty Six Strategy,,2012.0,,2015.0
4559,3907,Non political,1,Director of Strategy,Blue Rubicon,,2009.0,,2014.0
4559,3906,Non political,1,Senior Strategist,Saatchi & Saatchi,,2008.0,,2009.0
4559,3905,Non political,1,Director of Strategy to the Prime Minister,10 Downing Street,,2007.0,,2008.0
4559,3904,Non political,1,Chief Strategic Adviser to the Chancellor of the Exchequer,HM Treasury,,2003.0,,2007.0
4559,3903,Non political,1,Special Adviser,HM Treasury,,1998.0,,2003.0
4561,5886,Non political,1,Visiting Fellow,"St Anthony's College, Oxford",1.0,2022.0,,
4561,5887,Public life,2,Member,COVID GAP Advisory Board,12.0,2021.0,,
4561,5558,Public life,2,Non Executive Director,Cultural Recovery Fund Board,,2020.0,,
4561,4956,Non political,1,Member of Advisory Board,Onward (think tank),5.0,2018.0,,
4561,4429,Non political,1,Trustee,Atlantic Partnership,5.0,2017.0,,
4561,4387,Non political,1,Senior Advisor and Partner,Brunswick Group LLP,11.0,2016.0,,
4561,3890,Non political,1,Deputy Chief of Staff to the Prime Minister,No 10 Downing Street,,2010.0,,2016.0
4561,5482,Public life,2,Author,"The Gatekeeper, Life in the Heart of Power, published by HQ (Harper Collins)",,,,
4564,4425,Public life,2,Visiting Professor,University of Lincoln,,2015.0,,
4564,4424,Public life,2,Social Enterprise Ambassador,Cabinet Office,,2010.0,,
4564,4422,Non political,1,Director,The Big Issue Group,,2005.0,,
4564,4423,Non political,1,Founder,The Big Issue Foundation,,2005.0,,
4564,4421,Non political,1,Founder,International Network of Street Papers,,1994.0,,
4564,4420,Non political,1,Founder and Editor-in-Chief,The Big Issue,,1991.0,,
4565,6539,Public life,2,Non Executive Director,Ørsted; Ceres Power; Frontier IP,,2021.0,,
4565,6537,Non political,1,Chair,Cambridgeshire and Peterborough Independent Climate Commission,,2020.0,,2022.0
4565,4982,Non political,1,Chair,Carbon Trust,,2018.0,,
4565,4987,Public life,2,Council Member,Innovate UK,,2018.0,,
4565,4988,Public life,2,Chair,Adaptation Sub-Committee,,2017.0,,
4565,6536,Non political,1,Chair,Adoption Committee of the Climate Change Committee (CCC),,2017.0,,
4565,4983,Public life,2,Chair,STEM Learning Ltd,,2016.0,,
4565,4984,Non political,1,Chair,The Royce Institute (National Institute for Advanced Materials),,2015.0,,2022.0
4565,4986,Public life,2,Non-executive Director,Offshore Renewable Energy Catapult,,2015.0,,
4565,4985,Public life,2,Non-executive Director,Green Investment Bank,,2012.0,,2017.0
4565,5264,Non political,1,Vice Chair,Climate Change Committee (CCC),,2008.0,,2021.0
4565,4981,Non political,1,Vice Chancellor,Aston University,,2006.0,,2016.0
4565,4980,Non political,1,Principal of the Engineering Faculty,Imperial College London,,2004.0,,2006.0
4565,4979,Non political,1,Chief Executive,The Institute of Physics,,2002.0,,2004.0
4565,4978,Non political,1,"Director, Engineering and Technology RR Marine",Rolls-Royce plc,,2000.0,,2002.0
4565,4977,Non political,1,"Managing Director, Fan Systems",Rolls-Royce plc,,1998.0,,2000.0
4565,6538,Non political,1,Managing Director Rolls-Royce Fan Systems,Rolls-Royce plc,,1998.0,,2000.0
4566,5720,Political,3,Co-Chair,WHO State of the World's Nursing Report,,2019.0,,2020.0
4566,5721,Political,3,Advisor,Good Governance Institute ,,2019.0,,2021.0
4566,5722,Political,3,Chair,National Wound Care Strategy Programme (England),,2019.0,,
4566,4847,Public life,2,Trustee,Plymouth Marine Laboratory,,2017.0,,2019.0
4566,4850,Public life,2,Appointee,"Southern Housing Group, Remunerations & Nominations Committee and Customer Services",,2017.0,,2018.0
4566,5717,Political,3,Member,Outcomes First Group Safeguarding & Quality Committee (formerly known as National Fostering Agency),,2017.0,,
4566,5719,Political,3,Alternate Chair,Nursing Now - Burdett Trust,,2017.0,,
4566,5723,Political,3,Trustee,Plymouth Marine Laboratory,,2017.0,,2019.0
4566,4843,Non political,1,Visiting Professor,"King's College London - Florence Nightingale Faculty of Nursing, Midwifery and Palliative Care",,2016.0,,2022.0
4566,4851,Public life,2,Member,Brightwell Academy Trustee Board,,2016.0,,2018.0
4566,5718,Political,3,President,Florence Nightingale Foundation,,2015.0,,
4566,3922,Non political,1,Chair,"Acorn Academy Schools, Cornwall",,2014.0,,2015.0
4566,3924,Non political,1,Chair,"National Institute for Health Research (NIHR), South West Peninsula",,2014.0,,2017.0
4566,4845,Public life,2,Chair,"Collaboration for Leadership in Applied Health Research and Care (CLAHRC), South West Peninsula",,2014.0,,2016.0
4566,4846,Public life,2,Trustee,Florence Nightingale Museum Trust,,2014.0,,2021.0
4566,4849,Public life,2,Member,BUPA Global Quality Clinical Committee,,2014.0,,2018.0
4566,4844,Public life,2,Emeritus Professor of Nursing,Plymouth University,,2012.0,,2017.0
4566,4848,Public life,2,Trustee,"Hamoaze House, Plymouth",,2011.0,,2015.0
4566,3921,Non political,1,Non Executive Director,Aster Group - Housing Association ,,2010.0,,2014.0
4566,3919,Non political,1,Deputy Vice Chancellor,Plymouth University,,2009.0,,2012.0
4566,3920,Non political,1,Non Executive Director,South West Ambulance NHS Foundation Trust,,2008.0,,2016.0
4566,3923,Non political,1,Member,BUPA Medical Advisory Board,,2006.0,,2019.0
4566,3925,Public life,2,Nurse Member,Appraisal Committee of National Institute for Health and Clinical Excellence (NIHCE),,2001.0,,2007.0
4566,3927,Public life,2,Member,"Council for Professions Supplementary to Medicine, (Secretary for State for Health Appointment)",,1997.0,,2001.0
4566,3926,Public life,2,Member,"United Kingdom Central Council for Nursing and Midwifery and Health Visiting, (Secretary of State for Health Appointment)",,1996.0,,2001.0
4568,5736,Public life,2,Chair,Inclusive Economy Board for the North of Tyne Combined Authority,,2020.0,,
4568,5735,Public life,2,Patron,Street Zero,,2019.0,,
4568,4951,Non political,1,Diocesan Bishop,Diocese of Newcastle,,2015.0,,
4568,4952,Non political,1,NSM,Southwark Cathedral ,,2012.0,,2015.0
4568,4953,Non political,1,Archdeacon of Lewisham and Greenwich,Dicese of Southwark,,2001.0,,2012.0
4570,5127,Public life,2,Chairman,Fairtrade Foundation,,2018.0,,
4570,5128,Public life,2,Honorary Professional Fellow,Lancaster University,,2017.0,,
4570,5126,Non political,1,Deputy Chairman,Channel 4,,2013.0,,2016.0
4570,5124,Non political,1,Chairman,Business in the Community,,2011.0,,2015.0
4570,5125,Non political,1,Chairman,Prince's Countryside Fund,,2010.0,,2016.0
4570,5123,Non political,1,M.D. Waitrose,John Lewis Partnership,,2007.0,,2016.0
4574,4615,Public life,2,Chairman,Chichester Cathedral Restoration & Development Trust,,2009.0,,2015.0
4574,4616,Public life,2,Trustee,Chichester Cathedral Trusts,,2009.0,,
4574,4619,Public life,2,Council Member,International Dendrology Society,,2008.0,,
4574,4617,Public life,2,Trustee,MapAction (Charity),,2007.0,,2014.0
4574,4618,Public life,2,Chairman,Society for the Advancement of the Christian Faith (Charity),,2003.0,,
4574,4612,Non political,1,Director,E D and F Man Sugar Ltd,,1994.0,,2014.0
4574,4611,Non political,1,Chairman,Commodity Handling Ltd,,1986.0,,2014.0
4574,4613,Non political,1,Employee,E D and F Man Sugar Ltd,,1979.0,,1994.0
4574,4614,Non political,1,Officer,Royal Navy,,1963.0,,1979.0
4576,4440,Political,3,Local Councillor,Edinburgh City Council,,2003.0,,2017.0
4576,4441,Non political,1,Director ,Scottish Conservative & Unionist Party,,2003.0,,
4577,4398,Non political,1,Strategic Comms & Campaign Director,BT,,2017.0,,
4577,4399,Political,3,"Director, External Relations, No.10",No.10 Cabinet Office,,2013.0,,2016.0
4577,4401,Public life,2,Trustee,KIDS (Disabled Children Charity),,2013.0,,
4577,4400,Political,3,Press Secretary to PM / previously to Leader of the Opposition,No.10 and Conservative Party,,2005.0,,2012.0
4578,6014,Public life,2,Patron,Frontline,,2022.0,,
4578,4958,Non political,1,Senior Fellow,Mossavar-Rahmani Centre for Business and Government at Harvard Kennedy School ,,2018.0,,
4578,5307,Non political,1,Contributing Editor and Columnist,Financial Times,,2018.0,,
4578,4555,Public life,2,Chair,Frontline,,2017.0,,2021.0
4578,4548,Political,3,"Head, Prime Minister's Policy Unit",No.10 Downing Street,,2015.0,,2016.0
4578,4549,Non political,1,Associate Editor and columnist,Sunday Times,,2013.0,,2015.0
4578,4556,Public life,2,Non Executive Director,Care Quality Commission,,2013.0,,2015.0
4578,4557,Public life,2,Trustee,Foundation Years Trust,,2013.0,,2015.0
4578,4550,Non political,1,"Associate Editor, columnist, Chief Leader Writer",The Times,,2002.0,,2013.0
4578,4558,Public life,2,Trustee,Policy Exchange,,2002.0,,
4578,4551,Non political,1,Assistant to the CEO,Pearson Plc,,1999.0,,2002.0
4578,4552,Non political,1,Chief Executive,South Bank Employers' Group,,1995.0,,1999.0
4578,4553,Non political,1,Director of Programmes,London First,,1993.0,,1995.0
4578,4554,Non political,1,Employee,McKinsey & Company,,1991.0,,1993.0
4580,4350,Non political,1,Executive Director,Conservatives IN Ltd,,2016.0,,
4580,4358,Public life,2,Trustee,Shrewsbury House School Trust Limited,,2015.0,,
4580,4351,Non political,1,Interim General Secretary,Independent School's Council,,2014.0,,2015.0
4580,4359,Public life,2,Trustee,National Youth Arts Trust,,2013.0,,2016.0
4580,4348,Non political,1,Executive Director,Girls' Schools Association,,2012.0,,2016.0
4580,4349,Non political,1,Director,Independent Schools' Council,,2012.0,,2016.0
4580,4357,Public life,2,Associate Governor,Lovelace Primary School,,2012.0,,
4580,4360,Public life,2,Trustee,The Fatherhood Institute,,2012.0,,2015.0
4580,4352,Non political,1,Founder and Director,Women On ...,,2011.0,,2014.0
4580,4353,Non political,1,Finance Director,NO to AV,,2010.0,,2011.0
4580,4354,Non political,1,CEO,Big White Wall Ltd,,2007.0,,2009.0
4580,4355,Non political,1,Finance Director,Recruit Media,,2005.0,,2007.0
4580,4356,Non political,1,Various positions,Financial Services,,1989.0,,1999.0
4582,5600,Public life,2,Trustee,The Royal Marsden Charitable Trust,,2020.0,,
4582,5130,Non political,1,Advisory Board,Terrestrial Energy,,2018.0,,2019.0
4582,5133,Public life,2,Chairman,The Pump House Project,,2012.0,,2019.0
4582,5131,Non political,1,Partner,Atlantic Superconnection Corp.,,2011.0,,2016.0
4582,5132,Non political,1,Partner,Disruptive Capital Finance,,2011.0,,2016.0
4582,5129,Political,3,Chairman,Wantage Group,,2005.0,,2016.0
4583,5266,Political,3,Executive Member,Association of Conservative Peers,,2018.0,,
4583,5441,Non political,1,Non-Executive Director,Mitie plc,,2018.0,,
4583,5442,Public life,2,President,Local Government Association,,2018.0,,
4583,5267,Political,3,Party Whip,Conservative Party,,2017.0,,
4583,4667,Public life,2,Board Member,London Local Enterprise Partnership ,,2014.0,,2016.0
4583,4669,Political,3,Deputy Leader ,London Councils,,2014.0,,2016.0
4583,4676,Non political,1,Senior Adviser ,FTI Consulting,,2014.0,,2017.0
4583,4685,Political,3,Member of the infrastructure Delivery Board,London Local Enterprise Partnership,,2014.0,,2016.0
4583,4668,Public life,2,Chair,West End Partnership,,2013.0,,2017.0
4583,4670,Public life,2,Deputy Leader,Local Government Association,,2013.0,,2017.0
4583,4666,Political,3,Council Leader,Westminster City Council,,2012.0,,2017.0
4583,4677,Public life,2,Board Member,Royal Parks,,2012.0,,2017.0
4583,4671,Political,3,Cabinet Member for Finance,Westminster City Council ,,2011.0,,2012.0
4583,4672,Political,3,Cabinet Member for Housing,Westminster City Council ,,2008.0,,2011.0
4583,4665,Political,3,Local Councillor,Westminster City Council,,2006.0,,2017.0
4583,4673,Political,3,Chair,David Cameron's Public Sector Efficiency Subgroup,,2006.0,,2007.0
4583,4678,Public life,2,Council Member,Imperial College ,,2006.0,,2014.0
4583,4679,Non political,1,Chair,Imperial College Audit Committee,,2006.0,,2014.0
4583,4674,Political,3,Head of Treasury team,James Committee,,2004.0,,2005.0
4583,4680,Non political,1,Director,Citigroup,,2000.0,,2006.0
4583,4681,Non political,1,Associate Director,J Henry Schroder,,1999.0,,2000.0
4583,4675,Political,3,Head of Education Team ,Private Finance Panel,,1997.0,,1999.0
4583,4682,Non political,1,Proprietor and CEP,PR Consultants,,1992.0,,1999.0
4583,4683,Non political,1,Managing Director,Cornerstone Communications ,,1990.0,,1992.0
4583,4684,Non political,1,Joint Managing Director,CPP Brussels,,1990.0,,1992.0
4584,5912,Public life,2,Chair,Malaria No More UK,,2022.0,,
4586,4989,Non political,1,Chairman,C Hoare & Co,,2016.0,,
4586,4994,Public life,2,Trustee,Royal Mint Museum,,2015.0,,
4586,4995,Public life,2,Visiting Professor,"King's College, London",,2014.0,,
